Hour,Load (kW)
3554,77346.2448
3555,62571.3865
3556,72448.3802
3557,80140.2603
3558,79552.1154
3559,73175.7764
3560,77320.9679
3561,80565.8352
3562,79789.5828
3563,84318.4328
3564,76703.949
3565,83734.3747
3566,85795.7414
3567,83246.1379
3568,76262.7657
3569,74501.8396
3570,70169.7742
3571,71133.7084
3572,71438.2579
3573,76908.1295
3574,80710.2167
3575,75457.2197
3576,72149.0271
3577,66944.4353
3578,73693.0485
3579,71501.1035
3580,64087.4252
3581,59525.8275
3582,63036.5348
3583,64513.5963
3584,61945.0184
3585,77700.1292
3586,72811.9751
3587,81458.0525
3588,73356.7995
3589,78348.7045
3590,76481.597
3591,81440.5125
3592,79348.2756
3593,75317.2582
3594,75767.4913
3595,72145.1596
3596,68770.7832
3597,77609.0879
3598,74827.791
3599,73816.9494
3600,76076.3623
3601,77023.2669
3602,77708.0197
3603,88299.0833
3604,76222.3085
3605,74028.7178
3606,70723.4171
3607,63435.9608
3608,67349.4112
3609,69666.9184
3610,67421.6826
3611,64118.1201
3612,66768.095
3613,67018.8475
3614,74886.8949
3615,74483.6875
3616,75782.2595
3617,76104.4993
3618,80891.6812
3619,77473.1205
3620,73886.231
3621,75659.0875
3622,71921.6236
3623,71580.4572
3624,71615.8614
3625,75394.894
3626,80793.4564
3627,75067.0874
3628,66011.2733
3629,63998.3757
3630,69531.4553
3631,62974.6692
3632,59983.0288
3633,63812.2915
3634,65866.7083
3635,60683.1328
3636,65977.6914
3637,68426.2782
3638,70594.1417
3639,73262.1383
3640,74342.1715
3641,71354.9334
3642,73950.6651
3643,72920.3176
3644,72592.847
3645,74172.7652
3646,71235.9932
3647,68352.4142
3648,67408.5186
3649,72478.2839
3650,65314.747
3651,61596.6761
3652,60831.7027
3653,57667.7955
3654,55582.1694
3655,55007.2035
3656,57978.5575
3657,56112.1106
3658,59130.6772
3659,53959.3598
3660,56959.9638
3661,59536.9681
3662,62566.4185
3663,56535.4784
3664,57146.8999
3665,56736.2465
3666,59644.1071
3667,60866.8658
3668,61741.4409
3669,57319.6572
3670,56267.6379
3671,56383.1349
3672,56146.2433
3673,64730.2118
3674,59518.0533
3675,51977.0512
3676,50444.3183
3677,51052.3795
3678,48821.7867
3679,50711.8518
3680,50416.2808
3681,56340.927
3682,50443.8989
3683,55282.9954
3684,56301.9925
3685,56462.4108
3686,59296.8229
3687,59057.3303
3688,59003.2137
3689,60532.9002
3690,61314.6148
3691,60791.8349
3692,62562.781
3693,60990.7507
3694,64558.7312
3695,63682.2545
3696,65550.4901
3697,63154.4313
3698,72453.7072
3699,66221.978
3700,64785.9234
3701,62617.811
3702,61839.6198
3703,56872.7584
3704,60993.1188
3705,64105.1719
3706,60979.3226
3707,68935.6953
3708,62325.6276
3709,64105.6602
3710,78153.4374
3711,68295.21
3712,69185.0346
3713,69969.6808
3714,76102.6214
3715,74149.275
3716,75793.4058
3717,70436.5922
3718,74356.5389
3719,76119.4853
3720,77803.7869
3721,83132.7253
3722,73877.9173
3723,70875.4249
3724,66849.5047
3725,65915.3286
3726,66527.6971
3727,65768.3503
3728,64962.8296
3729,64246.2034
3730,60265.7128
3731,62894.089
3732,64178.0885
3733,66407.8277
3734,73904.9012
3735,78144.8608
3736,71617.4509
3737,80716.3452
3738,72713.5424
3739,68325.955
3740,70023.5564
3741,71148.0427
3742,71066.8102
3743,75288.5516
3744,80047.1031
3745,78509.6248
3746,71998.2113
3747,71758.4638
3748,76064.8261
3749,72568.6588
3750,70730.8851
3751,69122.7871
3752,65062.4533
3753,67126.8715
3754,66570.0603
3755,55027.1939
3756,59047.39
3757,60668.3956
3758,61624.6265
3759,64107.8677
3760,65799.7647
3761,69114.4878
3762,68303.136
3763,74019.794
3764,69056.6747
3765,82228.9655
3766,77728.4136
3767,75689.2165
3768,70207.1002
3769,80034.7339
3770,77926.0093
3771,67551.3015
3772,61874.8156
3773,61478.7972
3774,67410.7457
3775,67190.5703
3776,64412.4827
3777,62989.1379
3778,67620.1902
3779,60607.0621
3780,82077.2005
3781,79631.0736
3782,85694.6101
3783,85716.2316
3784,85520.466
3785,78982.4398
3786,75813.3172
3787,70014.1261
3788,72370.397
3789,71057.6721
3790,69135.1591
3791,67654.7924
3792,73748.0223
3793,79993.1268
3794,78724.2941
3795,70736.9991
3796,71540.012
3797,71527.761
3798,71798.865
3799,63384.5672
3800,64859.3501
3801,78571.8787
3802,82328.7046
3803,90780.2842
3804,87051.7956
3805,86120.0244
3806,70095.6072
3807,73401.3458
3808,69826.7228
3809,65215.5252
3810,69598.5444
3811,72891.6178
3812,72799.2263
3813,73785.3744
3814,69115.4945
3815,78530.7581
3816,71996.4939
3817,76672.1255
3818,70556.2123
3819,63707.509
3820,57814.1613
3821,55253.9164
3822,53697.8584
3823,59098.9932
3824,51515.3707
3825,55438.8722
3826,61216.1247
3827,67989.6292
3828,71800.6295
3829,68439.3864
3830,67668.872
3831,70722.1731
3832,75648.8135
3833,76004.6175
3834,72124.2042
3835,75470.8764
3836,72431.8369
3837,71079.7021
3838,75262.4046
3839,78871.1598
3840,78077.3858
3841,85393.0675
3842,77120.082
3843,76311.9801
3844,70460.0095
3845,68688.3005
3846,68085.3885
3847,71258.031
3848,68134.3309
3849,56720.5976
3850,54592.4543
3851,58196.6051
3852,54185.9809
3853,53930.7222
3854,53703.2034
3855,57453.3623
3856,55823.0546
3857,57757.2395
3858,56772.2178
3859,59215.5466
3860,71626.4784
3861,73481.9639
3862,68188.7974
3863,68656.5436
3864,67966.7467
3865,73747.0257
3866,73302.5462
3867,72194.5194
3868,67428.1117
3869,68420.5821
3870,69908.8612
3871,68639.6277
3872,64992.4554
3873,71118.6204
3874,78839.6408
3875,75856.626
3876,69696.1177
3877,71804.0672
3878,74798.8049
3879,73709.767
3880,75091.6632
3881,73079.5929
3882,73447.733
3883,77044.9239
3884,76358.441
3885,81066.7584
3886,81523.4246
3887,80417.2615
3888,78353.8032
3889,84582.2785
3890,79480.4271
3891,82974.3266
3892,82584.1958
3893,92680.5722
3894,91877.0577
3895,90755.049
3896,86910.9229
3897,92446.4304
3898,91992.5627
3899,89263.8322
3900,73175.7857
3901,82761.4763
3902,81345.3901
3903,88907.0244
3904,78468.2442
3905,73384.7694
3906,90900.7082
3907,85822.185
3908,71577.0319
3909,87378.7845
3910,86731.3741
3911,91820.2218
3912,85280.1723
3913,93865.2292
3914,90202.0558
3915,84446.1329
3916,78067.3023
3917,64969.8542
3918,86064.9283
3919,84823.6357
3920,82825.2694
3921,86617.1265
3922,86718.9058
3923,86931.5169
3924,87023.631
3925,86956.3028
3926,87873.9561
3927,81311.8564
3928,81645.6379
3929,83129.5624
3930,83983.3541
3931,81496.0442
3932,76092.727
3933,83367.3379
3934,80075.1252
3935,82361.8216
3936,85685.7547
3937,85677.5996
3938,75019.471
3939,77047.7467
3940,61072.7116
3941,53093.6461
3942,71847.3774
3943,80018.2812
3944,78486.8727
3945,80993.7864
3946,81773.7544
3947,88095.4034
3948,77607.3822
3949,86882.7854
3950,78452.103
3951,82953.3844
3952,84220.3276
3953,85995.5363
3954,83473.6826
3955,83248.8558
3956,76399.5669
3957,83815.1176
3958,84410.624
3959,84244.8142
3960,80405.092
3961,81146.7389
3962,82003.8252
3963,79893.4485
3964,82215.7499
3965,82252.6386
3966,81274.4131
3967,81562.7904
3968,80180.7125
3969,73233.0978
3970,70034.6505
3971,73684.6897
3972,74102.0554
3973,65795.9545
3974,73471.4375
3975,66668.6679
3976,73129.8194
3977,74049.6358
3978,73612.8206
3979,74956.7733
3980,82138.0552
3981,87050.3599
3982,75649.8463
3983,72035.811
3984,81732.7644
3985,82908.2501
3986,80796.0865
3987,75423.3099
3988,71097.3299
3989,66967.2945
3990,69927.0893
3991,64947.6297
3992,63868.9109
3993,55495.2937
3994,60901.3669
3995,60848.5677
3996,63350.1465
3997,72773.5025
3998,73843.8456
3999,72317.9098
4000,74356.7356
4001,73993.0476
4002,75918.1528
4003,75691.441
4004,74693.2779
4005,71761.6047
4006,73811.5415
4007,72300.2215
4008,75404.9009
4009,80428.3041
4010,73889.206
4011,71519.9385
4012,65400.2767
4013,58164.6348
4014,61478.2135
4015,60676.2758
4016,62864.6357
4017,67223.9434
4018,63058.5033
4019,58181.9221
4020,70479.2404
4021,59245.1191
4022,68863.9221
4023,68668.4426
4024,77994.2399
4025,71201.3163
4026,70083.738
4027,66097.8418
4028,67143.7619
4029,65174.6135
4030,72817.6239
4031,69510.1724
4032,68573.2192
4033,52352.9873
4034,59065.8388
4035,56624.0049
4036,57174.1094
4037,55340.02
4038,54838.2317
4039,52210.1155
4040,56162.362
4041,62222.965
4042,63464.6532
4043,64329.2871
4044,65788.5038
4045,63235.5993
4046,73656.4333
4047,77257.3664
4048,69527.8704
4049,68904.6427
4050,72358.8228
4051,81471.0797
4052,83815.9428
4053,81581.93
4054,76773.9854
4055,79527.5582
4056,74545.8265
4057,79302.7913
4058,82321.4702
4059,74941.2098
4060,72198.9103
4061,65904.7819
4062,76166.8465
4063,72105.5095
4064,72875.4872
4065,61250.8133
4066,65671.9911
4067,65692.3611
4068,62565.409
4069,66291.0921
4070,73767.7474
4071,71290.1918
4072,74664.4035
4073,70939.6577
4074,71246.5389
4075,73926.1233
4076,76503.5244
4077,70044.4779
4078,67469.0481
4079,69656.0432
4080,73708.1966
4081,75084.6774
4082,78382.3904
4083,70883.4722
4084,70872.1683
4085,63701.8022
4086,61922.6723
4087,59135.455
4088,63304.6322
4089,65696.8458
4090,69389.8008
4091,71937.5978
4092,73963.8949
4093,72934.9765
4094,72349.9443
4095,72717.1226
4096,75747.9417
4097,76504.0469
4098,76839.1874
4099,71794.9412
4100,75408.4109
4101,69882.1044
4102,71770.5154
4103,72721.4934
4104,70271.8734
4105,68303.9881
4106,69021.0296
4107,65634.2205
4108,71423.9284
4109,69706.1931
4110,69614.6181
4111,62922.3396
4112,61973.3406
4113,66807.0188
4114,61042.3685
4115,64180.5169
4116,70054.5189
4117,65828.3594
4118,78546.3111
4119,71433.7835
4120,76561.4395
4121,73695.0534
4122,83652.7836
4123,80149.7069
4124,83508.8284
4125,88254.0684
4126,88910.9352
4127,87544.4319
4128,87182.1195
4129,83985.4485
4130,77514.2399
4131,68025.6092
4132,66337.6175
4133,64722.6849
4134,65168.3656
4135,59734.4586
4136,56044.2229
4137,57789.7726
4138,65375.8983
4139,57861.5067
4140,67130.8839
4141,61882.4464
4142,71379.4215
4143,70705.8605
4144,72255.6998
4145,65194.2394
4146,66848.6041
4147,67823.4656
4148,62599.7595
4149,60177.5309
4150,58863.0539
4151,57124.0657
4152,58866.4502
4153,62342.4374
4154,72749.4209
4155,58544.5667
4156,61785.5282
4157,61218.2577
4158,60213.9926
4159,59987.4926
4160,60428.0628
4161,65598.284
4162,60487.7845
4163,65156.4638
4164,63893.5141
4165,61653.5008
4166,71172.8491
4167,66041.5368
4168,67450.4558
4169,64919.9945
4170,66271.7272
4171,64886.8523
4172,62029.9418
4173,65162.4623
4174,61940.3917
4175,61325.1156
4176,60538.6933
4177,67257.1469
4178,64457.365
4179,59287.1134
4180,53282.2774
4181,52781.3337
4182,52934.9753
4183,54411.6012
4184,59056.9709
4185,59045.5237
4186,57152.1599
4187,58326.1691
4188,56337.9032
4189,58280.7827
4190,62301.9458
4191,58872.2446
4192,62428.8271
4193,57918.9313
4194,58374.7093
4195,62691.8947
4196,58707.6513
4197,54422.0687
4198,59998.9757
4199,55842.4236
4200,57352.1667
4201,61759.8678
4202,60564.0366
4203,63627.4494
4204,70379.1247
4205,63057.4922
4206,61969.2696
4207,65008.6556
4208,60680.2869
4209,61565.2255
4210,57746.9247
4211,56262.4148
4212,63834.2516
4213,62267.459
4214,66627.3128
4215,64513.6559
4216,68873.1794
4217,69206.5359
4218,70145.8726
4219,68415.3002
4220,72439.8609
4221,73459.8311
4222,68112.6373
4223,67130.7466
4224,75392.3537
4225,74371.0891
4226,77757.8827
4227,62982.2209
4228,72858.4109
4229,80549.487
4230,79960.538
4231,73583.3946
4232,77727.7815
4233,80971.8441
4234,80194.7866
4235,84722.8315
4236,77107.5423
4237,84137.1623
4238,86197.7232
4239,83647.3137
4240,76663.1352
4241,74901.4027
4242,70568.5306
4243,71531.658
4244,71835.4004
4245,77304.4648
4246,81105.7445
4247,75851.9398
4248,72542.9393
4249,67337.5394
4250,74085.3444
4251,71892.5909
4252,64478.104
4253,59915.6973
4254,63425.5955
4255,64901.8477
4256,62332.4604
4257,78086.7615
4258,73197.7975
4259,81843.0648
4260,73741.0016
4261,78732.0961
4262,76864.1779
4263,81822.2826
4264,79729.2345
4265,75697.4059
4266,76146.8275
4267,72523.6842
4268,69148.4959
4269,77985.9886
4270,75203.8795
4271,74192.2255
4272,76450.8257
4273,77396.9175
4274,78080.8573
4275,88671.1077
4276,76593.5195
4277,74399.1153
4278,71093.0008
4279,63804.7305
4280,67717.3668
4281,70034.0597
4282,67788.0093
4283,64483.632
4284,67132.792
4285,67382.7294
4286,75249.9615
4287,74845.9387
4288,76143.6951
4289,76465.119
4290,81251.4849
4291,77832.108
4292,74244.4021
4293,76016.442
4294,72278.1613
4295,71936.178
4296,71970.765
4297,75748.9803
4298,81146.7252
4299,75419.5385
4300,66362.9066
4301,64349.191
4302,69881.4524
4303,63323.8478
4304,60331.3889
4305,64159.8328
4306,66213.4307
4307,61029.036
4308,66322.7754
4309,68770.5427
4310,70937.5865
4311,73604.7633
4312,74683.9766
4313,71695.9182
4314,74290.8296
4315,73259.6616
4316,72931.3702
4317,74510.4676
4318,71572.8746
4319,68688.4744
4320,67743.7573
4321,72812.7011
4322,65648.3424
4323,61929.4496
4324,61163.6541
4325,57998.9246
4326,55912.4761
4327,55336.6876
4328,58307.2189
4329,56439.949
4330,59457.6926
4331,54285.5518
4332,57285.3324
4333,59861.5132
4334,62890.1397
4335,56858.3757
4336,57468.9731
4337,57057.4955
4338,59964.5316
4339,61186.4658
4340,62060.216
4341,57637.6074
4342,56584.763
4343,56699.4348
4344,56461.7178
4345,65044.8606
4346,59831.8764
4347,52290.0484
4348,50756.4895
4349,51363.7244
4350,49132.3052
4351,51021.5438
4352,50725.1461
4353,56648.9654
4354,50751.1103
4355,55589.3796
4356,56607.5494
4357,56767.1402
4358,59600.7246
4359,59360.4042
4360,59305.4597
4361,60834.318
4362,61615.2044
4363,61091.596
4364,62861.7135
4365,61288.8545
4366,64856.0061
4367,63978.7004
4368,65846.1067
4369,63449.2186
4370,72747.6651
4371,66515.1062
4372,65078.2218
4373,62909.2795
4374,62130.2581
4375,57162.5664
4376,61282.0965
4377,64393.319
4378,61266.639
4379,69222.1809
4380,62611.2822
4381,64390.4837
4382,78437.4296
4383,68578.3707
4384,69467.3638
4385,70251.1782
4386,76383.287
4387,74429.1085
4388,76072.4072
4389,70714.7612
4390,74633.8755
4391,76395.9893
4392,78079.4583
4393,83407.5638
4394,74151.9227
4395,71148.5972
4396,67121.8437
4397,66186.8341
4398,66798.3691
4399,66038.1886
4400,65231.834
4401,64514.3738
4402,60533.0491
4403,63160.591
4404,64443.7561
4405,66672.6608
4406,74168.8996
4407,78408.0244
4408,71879.7795
4409,80977.8387
4410,72974.2008
4411,68585.7781
4412,70282.5439
4413,71406.1947
4414,71324.1264
4415,75545.0319
4416,80302.7473
4417,78764.4329
4418,72252.1832
4419,72011.5993
4420,76317.125
4421,72820.121
4422,70981.5105
4423,69372.5757
4424,65311.4048
4425,67374.9858
4426,66817.3373
4427,55273.6334
4428,59292.992
4429,60913.1599
4430,61868.553
4431,64350.9562
4432,66042.0151
4433,69355.9001
4434,68543.71
4435,74259.5295
4436,69295.5717
4437,82467.0237
4438,77965.633
4439,75925.597
4440,70442.6417
4441,80269.4362
4442,78159.8723
4443,67784.3251
4444,62106.9996
4445,61710.1416
4446,67641.2503
4447,67420.2351
4448,64641.3075
4449,63217.1225
4450,67847.3345
4451,60833.3661
4452,82302.6641
4453,79855.6965
4454,85918.3924
4455,85939.173
4456,85742.5665
4457,79203.6992
4458,76033.7354
4459,70233.703
4460,72589.1326
4461,71275.5662
4462,69352.2116
4463,67871.0031
4464,73963.3912
4465,80207.6538
4466,78937.9789
4467,70949.8419
4468,71752.0125
4469,71738.919
4470,72009.1805
4471,63594.0401
4472,65067.9803
4473,78779.6661
4474,82535.6491
4475,90986.3856
4476,87257.0539
4477,86324.4395
4478,70299.1789
4479,73604.074
4480,70028.6075
4481,65416.5662
4482,69798.7417
4483,73090.9712
4484,72997.7356
4485,73983.0397
4486,69312.3156
4487,78726.7349
4488,72191.6264
4489,76866.4135
4490,70749.6557
4491,63900.1077
4492,58005.9153
4493,55444.8255
4494,53887.9225
4495,59288.2123
4496,51703.7446
4497,55626.4008
4498,61402.8079
4499,68175.4669
4500,71985.6217
4501,68623.5329
4502,67852.1728
4503,70904.6281
4504,75830.4226
4505,76185.3805
4506,72304.1211
4507,75649.9471
4508,72610.0613
4509,71257.08
4510,75438.9361
4511,79046.8447
4512,78252.224
4513,85567.059
4514,77293.2266
4515,76484.2778
4516,70631.4602
4517,68858.904
4518,68255.1449
4519,71426.9401
4520,68302.3926
4521,56887.8119
4522,54758.821
4523,58362.1241
4524,54350.6522
4525,54094.5457
4526,53866.179
4527,57615.4899
4528,55984.3342
4529,57917.6709
4530,56931.801
4531,59374.2815
4532,71784.365
4533,73639.002
4534,68344.9869
4535,68811.8846
4536,68121.2389
4537,73900.6691
4538,73455.3407
4539,72346.465
4540,67579.2082
4541,68570.8296
4542,70058.2595
4543,68788.1768
4544,65140.1551
4545,71265.4707
4546,78985.6417
4547,76001.7772
4548,69840.4193
4549,71947.5191
4550,74941.407
4551,73851.5193
4552,75232.5655
4553,73219.6453
4554,73586.9353
4555,77183.2761
4556,76495.9429
4557,81203.41
4558,81659.2259
4559,80552.2124
4560,78487.9036
4561,84715.5283
4562,79612.8263
4563,83105.8751
4564,82714.8935
4565,92810.4191
4566,92006.0537
4567,90883.194
4568,87038.2168
4569,92572.8733
4570,92118.1544
4571,89388.5727
4572,73299.6749
4573,82884.5141
4574,81467.5765
4575,89028.3593
4576,78588.7276
4577,73504.4012
4578,91019.4883
4579,85940.1134
4580,71694.1085
4581,87495.0093
4582,86846.747
4583,91934.7427
4584,85393.8411
4585,93978.0459
4586,90314.0204
4587,84557.2453
4588,78177.5624
4589,65079.262
4590,86173.4837
4591,84931.3388
4592,82932.12
4593,86723.1245
4594,86824.0512
4595,87035.8096
4596,87127.0711
4597,87058.89
4598,87975.6905
4599,81412.738
4600,81745.6666
4601,83228.7381
4602,84081.6768
4603,81593.5139
4604,76189.3435
4605,83463.1012
4606,80170.0354
4607,82455.8785
4608,85778.9583
4609,85769.9498
4610,75110.9678
4611,77138.3901
4612,61162.5015
4613,53182.5825
4614,71935.4601
4615,80105.5103
4616,78573.2481
4617,81079.3081
4618,81858.4223
4619,88179.2175
4620,77690.3424
4621,86964.8917
4622,78533.3554
4623,83033.7828
4624,84299.872
4625,86074.2266
4626,83551.5188
4627,83325.8379
4628,76475.6948
4629,83890.3912
4630,84485.0434
4631,84318.3793
4632,80477.8027
4633,81218.5952
4634,82074.8271
4635,79963.596
4636,82285.0429
4637,82321.077
4638,81341.997
4639,81629.5197
4640,80246.5872
4641,73298.1178
4642,70098.8158
4643,73748.0003
4644,74164.5112
4645,65857.5556
4646,73532.1837
4647,66728.5592
4648,73188.8559
4649,74107.8174
4650,73670.1472
4651,75013.2449
4652,82193.6718
4653,87105.1215
4654,75703.7529
4655,72088.8624
4656,81784.9607
4657,82959.5913
4658,80846.5725
4659,75472.9407
4660,71146.1055
4661,67015.2149
4662,69974.1544
4663,64993.8394
4664,63914.2653
4665,55539.7928
4666,60945.0107
4667,60891.3561
4668,63392.0794
4669,72814.58
4670,73884.0677
4671,72357.2764
4672,74395.2467
4673,74030.7032
4674,75954.9528
4675,75727.3855
4676,74728.3668
4677,71795.838
4678,73844.9192
4679,72332.7436
4680,75436.5673
4681,80459.1149
4682,73919.1611
4683,71549.0379
4684,65428.5205
4685,58192.0228
4686,61504.7458
4687,60701.9523
4688,62889.4565
4689,67247.9084
4690,63081.6125
4691,58204.1755
4692,70500.638
4693,59265.6609
4694,68883.608
4695,68687.2727
4696,78012.2141
4697,71218.4347
4698,70100.0005
4699,66113.2485
4700,67158.3127
4701,65188.3084
4702,72830.4629
4703,69522.1555
4704,68584.3464
4705,52363.2585
4706,59075.2542
4707,56632.5643
4708,57181.8129
4709,55346.8676
4710,54844.2233
4711,52215.2512
4712,56166.6418
4713,62226.3888
4714,63467.2211
4715,64330.999
4716,65789.3597
4717,63235.5993
4718,73655.5773
4719,77255.6545
4720,69525.3026
4721,68901.2189
4722,72354.5431
4723,81465.944
4724,83809.9512
4725,81575.0824
4726,76766.2819
4727,79518.9988
4728,74536.4112
4729,79292.5201
4730,82310.343
4731,74929.2267
4732,72186.0713
4733,65891.087
4734,76152.2957
4735,72090.1029
4736,72859.2246
4737,61233.6949
4738,65654.0168
4739,65673.531
4740,62545.7231
4741,66270.5503
4742,73746.3498
4743,71267.9384
4744,74641.2943
4745,70915.6927
4746,71221.7182
4747,73900.4468
4748,76476.9921
4749,70017.0898
4750,67440.8044
4751,69626.9438
4752,73678.2415
4753,75053.8666
4754,78350.7239
4755,70850.9501
4756,70838.7906
4757,63667.5688
4758,61887.5834
4759,59099.5105
4760,63267.8321
4761,65659.1903
4762,69351.2897
4763,71898.2312
4764,73923.6728
4765,72893.899
4766,72308.0114
4767,72674.3342
4768,75704.298
4769,76459.5478
4770,76793.833
4771,71748.7314
4772,75361.3459
4773,69834.1841
4774,71721.7398
4775,72671.8626
4776,70221.3874
4777,68252.6469
4778,68968.8333
4779,65581.169
4780,71370.0219
4781,69651.4315
4782,69559.0014
4783,62865.8679
4784,61916.014
4785,66748.8372
4786,60983.332
4787,64120.6255
4788,69993.7727
4789,65766.7583
4790,78483.8552
4791,71370.4729
4792,76497.2742
4793,73630.0334
4794,83586.9089
4795,80082.9776
4796,83441.2445
4797,88185.6299
4798,88841.6422
4799,87474.2845
4800,87111.1176
4801,83913.5922
4802,77441.5292
4803,67952.0441
4804,66263.1981
4805,64647.4113
4806,65092.2377
4807,59657.4766
4808,55966.3867
4809,57711.0823
4810,65296.3539
4811,57781.1083
4812,67049.6315
4813,61800.3401
4814,71296.4613
4815,70622.0464
4816,72171.0318
4817,65108.7177
4818,66762.2287
4819,67736.2365
4820,62511.6768
4821,60088.5946
4822,58773.264
4823,57033.4224
4824,58774.9534
4825,62250.0872
4826,72656.2173
4827,58450.5098
4828,61690.618
4829,61122.4943
4830,60117.376
4831,59890.0229
4832,60329.7401
4833,65499.1082
4834,60387.7558
4835,65055.5822
4836,63791.7796
4837,61550.9135
4838,71069.409
4839,65937.2441
4840,67345.3104
4841,64813.9965
4842,66164.8767
4843,64779.1492
4844,61921.3863
4845,65053.0545
4846,61830.1316
4847,61214.0032
4848,60426.7287
4849,67144.3301
4850,64343.6961
4851,59172.5925
4852,53166.9046
4853,52665.1089
4854,52817.8987
4855,54293.6729
4856,58938.1908
4857,58925.8919
4858,57031.6766
4859,58204.8342
4860,56215.7167
4861,58157.7448
4862,62178.0566
4863,58747.5041
4864,62303.2354
4865,57792.4884
4866,58247.4153
4867,62563.7497
4868,58578.6553
4869,54292.2218
4870,59868.278
4871,55710.8752
4872,57219.7675
4873,61626.618
4874,60429.9362
4875,63492.4985
4876,70243.3234
4877,62920.8405
4878,61831.7677
4879,64870.3035
4880,60541.0846
4881,61425.1731
4882,57606.0223
4883,56120.6625
4884,63691.6494
4885,62124.0071
4886,66483.0112
4887,64368.5046
4888,68727.1785
4889,69059.6856
4890,69998.1729
4891,68266.7511
4892,72290.4626
4893,73309.5836
4894,67961.5407
4895,66978.801
4896,75239.5591
4897,74217.4457
4898,77603.3905
4899,62826.88
4900,72702.2213
4901,80392.4489
4902,79802.6514
4903,73424.6597
4904,77568.1983
4905,80811.4126
4906,80033.507
4907,84560.7038
4908,76944.5666
4909,83973.3388
4910,86033.0518
4911,83481.7946
4912,76496.7685
4913,74734.1885
4914,70400.4689
4915,71362.7489
4916,71665.644
4917,77133.8612
4918,80934.2938
4919,75679.6421
4920,72369.7947
4921,67163.5479
4922,73910.5062
4923,71716.906
4924,64301.5725
4925,59738.3193
4926,63247.3712
4927,64722.7771
4928,62152.5435
4929,77905.9985
4930,73016.1885
4931,81660.6098
4932,73557.7008
4933,78547.9496
4934,76679.1857
4935,81636.4448
4936,79542.5513
4937,75509.8773
4938,75958.4537
4939,72334.4651
4940,68958.4318
4941,77795.0795
4942,75012.1256
4943,73999.6267
4944,76257.3823
4945,77202.6295
4946,77885.7248
4947,88475.1309
4948,76396.6983
4949,74201.45
4950,70894.4914
4951,63605.3771
4952,67517.1695
4953,69833.0187
4954,67586.1246
4955,64280.9038
4956,66929.2204
4957,67178.3144
4958,75044.7033
4959,74639.8373
4960,75936.7506
4961,76257.3316
4962,81042.8547
4963,77622.635
4964,74034.0865
4965,75805.284
4966,72066.1609
4967,71723.3352
4968,71757.0802
4969,75534.4534
4970,80931.3563
4971,75203.3278
4972,66145.8542
4973,64131.2969
4974,69662.7168
4975,63104.2709
4976,60110.9706
4977,63938.5734
4978,65991.3302
4979,60806.0946
4980,66098.9931
4981,68545.9198
4982,70712.123
4983,73378.4593
4984,74456.8322
4985,71467.9336
4986,74062.0048
4987,73029.9968
4988,72700.8656
4989,74279.1232
4990,71340.6905
4991,68455.4507
4992,67509.8943
4993,72577.9987
4994,65412.8009
4995,61693.069
4996,60926.4346
4997,57760.8663
4998,55673.5792
4999,55096.9521
5000,58066.645
5001,56198.5368
5002,59215.4421
5003,54042.4633
5004,57041.4059
5005,59616.7489
5006,62644.5377
5007,56611.9362
5008,57221.6961
5009,56809.3812
5010,59715.5802
5011,60936.6772
5012,61809.5906
5013,57386.1451
5014,56332.4641
5015,56446.2994
5016,56207.7459
5017,64790.0525
5018,59576.2321
5019,52033.5681
5020,50499.1733
5021,51105.5725
5022,48873.3177
5023,50761.7208
5024,50464.4877
5025,56387.4718
5026,50488.7816
5027,55326.216
5028,56343.551
5029,56502.3071
5030,59335.057
5031,59093.9021
5032,59038.1233
5033,60566.1476
5034,61346.1999
5035,60821.7577
5036,62591.0415
5037,61017.3489
5038,64583.6671
5039,63705.5281
5040,65572.1013
5041,63174.3802
5042,72471.9937
5043,66238.6021
5044,64800.8852
5045,62631.1104
5046,61851.2568
5047,56882.7329
5048,61001.4309
5049,64111.8216
5050,60984.3099
5051,68939.0202
5052,62327.29
5053,64105.6602
5054,78151.775
5055,68291.8851
5056,69180.0474
5057,69963.0311
5058,76094.3093
5059,74139.3005
5060,75781.7688
5061,70423.2928
5062,74341.5772
5063,76102.8611
5064,77785.5004
5065,83112.7765
5066,73856.306
5067,70852.1514
5068,66824.5688
5069,65888.7303
5070,66499.4366
5071,65738.4274
5072,64931.2445
5073,64212.956
5074,60230.8031
5075,62857.5171
5076,64139.8544
5077,66367.9314
5078,73863.3427
5079,78101.6402
5080,71572.5681
5081,80669.8003
5082,72665.3355
5083,68276.0861
5084,69972.0254
5085,71094.8497
5086,71011.9553
5087,75232.0347
5088,79988.9242
5089,78449.7841
5090,71936.7088
5091,71695.2994
5092,75999.9999
5093,72502.1708
5094,70662.7354
5095,69052.9757
5096,64990.9803
5097,67053.7368
5098,66495.2641
5099,54950.7361
5100,58969.2707
5101,60588.6148
5102,61543.1843
5103,64024.7641
5104,65714.9998
5105,69028.0616
5106,68215.0486
5107,73930.0454
5108,68965.265
5109,82135.8946
5110,77633.6816
5111,75592.8235
5112,70109.0463
5113,79935.019
5114,77824.6336
5115,67448.265
5116,61770.1183
5117,61372.4392
5118,67302.7271
5119,67080.8911
5120,64301.143
5121,62876.1376
5122,67505.5295
5123,60490.7411
5124,81959.2192
